,est,naics,Zip,Borough,Neighborhood,Median Income,WhitePop,AfrAmPop,AsianPop,NativeAmPacificPop,OtherPop,MultiRacePop,LatPop,AlaskanAmerIndPop,TotalPop,Lat,Lng
78,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
79,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
80,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
81,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
82,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
83,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
84,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
85,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
86,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
87,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
88,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
89,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
90,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
91,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
92,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
93,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
94,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
95,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
96,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
97,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
98,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
99,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
100,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
101,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
102,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
103,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
104,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
105,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
106,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
107,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
108,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
109,32,713940,10010,Manhattan,Gramercy Park and Murray Hill,115084.0,21184,1778,4825, -   ,137,786,4223,186,33119,40.73885,-73.98504
203,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
204,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
205,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
206,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
207,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
208,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
209,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
210,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
211,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
212,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
213,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
214,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
215,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
216,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
217,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
218,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
219,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
220,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
221,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
222,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
223,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
224,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
225,23,713940,10016,Manhattan,Gramercy Park and Murray Hill,109250.0,32397,1585,10413, -   ,493,1697,4827,36,51448,40.745940000000004,-73.97955
226,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
227,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
228,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
229,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
230,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
231,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
232,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
233,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
234,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
235,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
236,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
237,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
238,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
239,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
240,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
241,16,713940,10017,Manhattan,Gramercy Park and Murray Hill,118469.0,11397,336,3241,5,24,237,1148, -   ,16388,40.753040000000006,-73.97497
304,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
305,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
306,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
307,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
308,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
309,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
310,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
311,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
312,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
313,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
314,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
315,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
316,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
317,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
318,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
319,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
320,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
321,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
322,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
323,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
324,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
325,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
326,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
327,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
328,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
329,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
330,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
331,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
332,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
333,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
334,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
335,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
336,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
337,34,713940,10022,Manhattan,Gramercy Park and Murray Hill,133208.0,24318,389,3431, -   ,93,596,1922,58,30807,40.75938,-73.9751
670,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
671,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
672,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
673,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
674,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
675,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
676,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
677,8,713940,11211,Brooklyn,Greenpoint,66113.0,64524,4154,5823,19,402,1730,24750,158,101560,40.71164,-73.95416
720,6,713940,11222,Brooklyn,Greenpoint,78287.0,26941,1323,2174,9,247,976,5124,51,36845,40.72766,-73.9498
721,6,713940,11222,Brooklyn,Greenpoint,78287.0,26941,1323,2174,9,247,976,5124,51,36845,40.72766,-73.9498
722,6,713940,11222,Brooklyn,Greenpoint,78287.0,26941,1323,2174,9,247,976,5124,51,36845,40.72766,-73.9498
723,6,713940,11222,Brooklyn,Greenpoint,78287.0,26941,1323,2174,9,247,976,5124,51,36845,40.72766,-73.9498
724,6,713940,11222,Brooklyn,Greenpoint,78287.0,26941,1323,2174,9,247,976,5124,51,36845,40.72766,-73.9498
725,6,713940,11222,Brooklyn,Greenpoint,78287.0,26941,1323,2174,9,247,976,5124,51,36845,40.72766,-73.9498
143,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
144,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
145,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
146,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
147,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
148,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
149,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
150,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
151,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
152,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
153,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
154,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
155,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
156,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
157,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
158,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
159,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
160,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
161,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
162,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
163,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
164,22,713940,10012,Manhattan,Greenwich Village and Soho,104561.0,16992,703,4188,21,53,939,1609,22,24527,40.725629999999995,-73.99833000000001
165,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
166,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
167,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
168,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
169,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
170,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
171,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
172,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
173,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
174,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
175,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
176,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
177,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
178,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
179,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
180,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
181,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
182,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
183,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
184,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
185,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
186,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
187,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
188,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
189,25,713940,10013,Manhattan,Greenwich Village and Soho,106056.0,14966,1148,10291, -   ,105,1264,1804,41,29619,40.7174,-73.9989
190,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
191,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
192,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
193,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
194,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
195,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
196,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
197,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
198,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
199,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
200,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
201,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
202,13,713940,10014,Manhattan,Greenwich Village and Soho,127973.0,26813,410,1762, -   ,171,634,1989,15,31794,40.73381,-74.00505
540,3,713940,10451,Bronx,High Bridge and Morrisania,26979.0,1290,17258,885,53,186,455,27981,132,48240,40.82227,-73.92075
541,3,713940,10451,Bronx,High Bridge and Morrisania,26979.0,1290,17258,885,53,186,455,27981,132,48240,40.82227,-73.92075
542,3,713940,10451,Bronx,High Bridge and Morrisania,26979.0,1290,17258,885,53,186,455,27981,132,48240,40.82227,-73.92075
543,1,713940,10452,Bronx,High Bridge and Morrisania,27206.0,1111,20650,1035,35,504,544,54067,37,77983,40.83744,-73.92133000000001
549,2,713940,10456,Bronx,High Bridge and Morrisania,26724.0,1225,33433,1155, -   ,470,634,57047,703,94667,40.830859999999994,-73.90977
550,2,713940,10456,Bronx,High Bridge and Morrisania,26724.0,1225,33433,1155, -   ,470,634,57047,703,94667,40.830859999999994,-73.90977
545,1,713940,10454,Bronx,Hunts Point and Mott Haven,21542.0,1051,10012,120, -   ,151,218,26881,221,38654,40.80767,-73.91866
546,3,713940,10455,Bronx,Hunts Point and Mott Haven,25489.0,475,10305,389,68,35,163,31043,80,42558,40.81524,-73.90794
547,3,713940,10455,Bronx,Hunts Point and Mott Haven,25489.0,475,10305,389,68,35,163,31043,80,42558,40.81524,-73.90794
548,3,713940,10455,Bronx,Hunts Point and Mott Haven,25489.0,475,10305,389,68,35,163,31043,80,42558,40.81524,-73.90794
553,1,713940,10459,Bronx,Hunts Point and Mott Haven,25762.0,660,13934,329, -   ,196,247,33398,131,48895,40.82528,-73.89411
413,1,713940,10031,Manhattan,Inwood and Washington Heights,44040.0,10711,15176,2359,8,142,2259,31640,87,62382,40.825179999999996,-73.94904
414,2,713940,10032,Manhattan,Inwood and Washington Heights,41890.0,8631,8832,2651,88,216,733,42004,30,63185,40.83798,-73.94135
415,2,713940,10032,Manhattan,Inwood and Washington Heights,41890.0,8631,8832,2651,88,216,733,42004,30,63185,40.83798,-73.94135
416,4,713940,10033,Manhattan,Inwood and Washington Heights,53044.0,14228,2731,1062, -   ,172,744,41852,21,60810,40.849709999999995,-73.93579
417,4,713940,10033,Manhattan,Inwood and Washington Heights,53044.0,14228,2731,1062, -   ,172,744,41852,21,60810,40.849709999999995,-73.93579
